Compound,logkpl,MLogP,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,WPATH,WPOL,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,HybRatio,nAtom,nAromBond,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,ALogP,ALogp2,AMR,khs.sCH3,khs.dCH2,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.dsssP,khs.dS,khs.aaS,khs.ddssS,khs.sCl,khs.sBr,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,Fsp3,PetitjeanNumber,topoShape,bpol,VABC,ECCEN,VAdjMat,JPLogP,nAtomLC,nAcid,XLogP,apol,LipinskiFailures,Zagreb,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,nRotB,FMF,TopoPSA,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,tpsaEfficiency,nAtomP,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,fragC,Kier1,Kier2,Kier3,naAromAtom,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nB,MolIP
2-Butanone,-2.3467874862246565,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.40824829,0.0,0.0,0.0,0.144337567,0.0,0.0,0.0,0.75,13.0,0.0,0.333333333,1.414213562,1.414213562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4229,0.17884441,20.8217,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.825961,16.00594482,-0.393976529,0.287199372,3.778475714,5.981103999,0.0,0.75,0.333333333,0.5,9.703656,83.8941652,19.0,3.0,0.660914824,4.0,0.0,0.438,13.176344,0.0,16.0,8.696801932,1.739360386,2.31305253,2.31305253,0.0,4.28445705,2.27005561,1.802095141,0.816496581,0.0,0.0,0.0,0.0,3.615355072,1.764784317,1.055568494,0.497890958,0.0,0.0,0.0,0.0,1.0,0.0,17.07,0.121051333,-0.023459327,-0.035154628,-0.001911712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.40824829,0.0,0.0,0.144337567,0.0,0.0,0.236894098,1.0,5.774469036,4.332091977,4.664183954,2.332091977,0.0,124.01,5.0,2.25,4.0,0.0,131.3089193,113.5693245,99.00382652,42.93472531,0.0,4.0,8.980362642
Diethyl phthalate,-1.7050930893948075,2.34,1.0,1.0,1.0,1.0,0.0,0.0,1.0,446.0,22.0,0.743570048,0.0,0.248005645,0.0,0.227670901,0.0,0.044889595,0.0,0.333333333,30.0,6.0,0.111111111,2.581890527,1.836599077,0.0,4.757576788,9.167199006,0.0,3.965406457,0.0,0.0,0.2,1.264911064,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2384,5.01043456,58.609,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68862546,16.01199489,-0.378196702,0.436448538,4.763737172,9.599882453,0.0,0.333333333,0.444444444,0.8,21.052898,214.8304288,210.0,5.0,2.475535396,5.0,0.0,2.74,33.663102,0.0,72.0,31.24604733,1.952877958,10.76492688,10.76492688,0.0,11.96625533,7.701907263,6.144084309,4.824695694,3.940076231,2.699465609,1.526890943,0.93921783,9.356607801,5.135410682,2.986524143,1.917755673,1.25680636,0.739975911,0.347360589,0.168736917,6.0,0.2,52.6,0.545748306,-0.363224515,0.191436757,-0.02938421,-0.327122511,0.0,0.0,0.0,0.083333333,0.096225045,0.0,0.0,0.0,0.027777778,0.027777778,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,1.94548283,3.195772648,4.373078661,0.505391335,0.676681205,0.716039005,0.236841764,12.0,19.09787614,17.99255186,23.54148993,25.32091977,26.64928768,660.04,14.0625,7.35,4.0768,6.0,771.1714575,855.1171479,1091.8513,1121.612498,968.3646951,16.0,2.814178248
pyrogallol,-2.8100000000000005,1.79,1.0,1.0,1.0,1.0,0.0,0.0,1.0,82.0,11.0,0.663854611,0.0,0.272165527,0.0,0.185001144,0.0,0.028867513,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,2.381101578,4.585756412,0.0,2.381101578,0.0,0.0,0.908560296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0278,1.05637284,31.1403,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69960496,16.00022813,-0.403568295,0.387293178,4.764435805,7.364896858,0.0,0.0,0.25,0.333333333,6.559242,107.5372118,63.0,4.169925001,0.578267778,0.0,0.0,1.394,16.966758,0.0,42.0,17.38253322,1.931392579,7.466759451,7.466759451,0.0,6.853371151,4.215214055,3.744588185,3.114068787,1.848425766,1.072102901,0.526099421,0.136082763,4.573691594,2.414837329,1.644871043,0.993428366,0.519489186,0.267671664,0.074172227,0.009622504,0.0,0.4,60.69,0.190439074,-0.026154456,-0.100279566,0.007909537,0.023304948,0.0,0.0,0.0,0.068041382,0.204124145,0.0,0.0,0.0,0.024056261,0.032274861,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.733969088,1.979392051,2.190389772,0.311370071,0.275719147,0.236254398,0.481545539,9.0,11.32340711,9.996275931,13.99255186,14.54148993,5.770744967,153.03,7.111111111,2.722222222,1.469387755,6.0,351.6521504,384.7359187,482.5530026,381.1869697,117.8286238,9.0,6.355625755
Chloroxylenol,-1.2287536009528295,2.12,1.0,1.0,1.0,1.0,0.0,0.0,1.0,110.0,13.0,0.952529745,0.0,0.272165527,0.0,0.504947411,0.0,0.163663418,0.0,0.25,19.0,6.0,0.25,1.414213562,3.883934174,0.0,0.5,5.111544834,0.0,3.532775529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1994,10.23616036,42.6393,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.68689752,34.96938,-0.398829723,0.338186098,5.026063292,9.588043175,0.0,0.25,0.4,0.666666667,10.258863,139.7597954,76.0,4.321928095,3.003741914,0.0,0.0,2.69,23.063137,0.0,48.0,19.22495568,1.922495568,4.981810023,2.495961793,0.0,7.723614639,4.609060905,4.390260761,3.343444796,2.355719545,1.30466872,0.69780433,0.111111111,6.735807553,3.445254046,2.771512804,2.017389926,1.032152269,0.480460602,0.22315432,0.047245559,0.0,0.315789474,20.23,0.080186145,-0.029856553,0.002181888,0.005088232,-0.042241878,0.0,0.0,0.0,0.055555556,0.222222222,0.0,0.0,0.0,0.020833333,0.074606396,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,2.006134615,2.69851557,3.277369638,1.137674342,1.176300819,1.187427038,0.12965107,7.0,18.48741894,12.28386262,18.56772523,21.47126651,9.948046571,271.02,8.1,2.93877551,1.75,6.0,579.0974461,641.2296146,840.5175082,699.8354253,304.937863,10.0,8.802896165
chloroxylenol,-1.0947439512515487,2.12,1.0,1.0,1.0,1.0,0.0,0.0,1.0,110.0,13.0,0.952529745,0.0,0.272165527,0.0,0.504947411,0.0,0.163663418,0.0,0.25,19.0,6.0,0.25,1.414213562,3.883934174,0.0,0.5,5.111544834,0.0,3.532775529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1994,10.23616036,42.6393,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.68689752,34.96938,-0.398829723,0.338186098,5.026063292,9.588043175,0.0,0.25,0.4,0.666666667,10.258863,139.7597954,76.0,4.321928095,3.003741914,0.0,0.0,2.69,23.063137,0.0,48.0,19.22495568,1.922495568,4.981810023,2.495961793,0.0,7.723614639,4.609060905,4.390260761,3.343444796,2.355719545,1.30466872,0.69780433,0.111111111,6.735807553,3.445254046,2.771512804,2.017389926,1.032152269,0.480460602,0.22315432,0.047245559,0.0,0.315789474,20.23,0.080186145,-0.029856553,0.002181888,0.005088232,-0.042241878,0.0,0.0,0.0,0.055555556,0.222222222,0.0,0.0,0.0,0.020833333,0.074606396,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,2.006134615,2.69851557,3.277369638,1.137674342,1.176300819,1.187427038,0.12965107,7.0,18.48741894,12.28386262,18.56772523,21.47126651,9.948046571,271.02,8.1,2.93877551,1.75,6.0,579.0974461,641.2296146,840.5175082,699.8354253,304.937863,10.0,8.802896165
"2,4,6-Trichlorophenol",-1.2327578316815753,1.68,1.0,1.0,1.0,1.0,0.0,0.0,1.0,110.0,13.0,0.952529745,0.0,0.272165527,0.0,0.572210771,0.0,0.073192505,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.5,5.111544834,0.0,3.532775529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5558,12.64371364,42.1665,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.70027962,34.97139983,-0.387841261,0.398325678,5.6906696,9.521571914,0.0,0.0,0.4,0.666666667,4.539621,135.5899617,76.0,4.321928095,3.263247448,0.0,0.0,3.482,19.902379,0.0,48.0,19.22495568,1.922495568,9.961835299,2.485848229,0.0,7.723614639,4.609060905,4.390260761,3.343444796,2.355719545,1.30466872,0.69780433,0.111111111,7.003594391,3.579147465,2.968877785,1.776114548,1.351562275,0.493614841,0.306730442,0.021128856,0.0,0.461538462,20.23,0.150273352,-0.017578545,-0.055785615,-0.026308145,0.000335,0.0,0.0,0.0,0.055555556,0.222222222,0.0,0.0,0.0,0.020833333,0.080185289,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.006134615,2.69851557,3.277369638,0.854016943,1.267157467,1.176722066,0.103253824,7.0,33.91331876,16.1874039,26.37480779,31.23886777,36.32625362,79.04,8.1,2.93877551,1.75,6.0,646.3254923,719.2841529,932.2114011,777.6934644,346.1885382,10.0,7.162287242
o-t-butylphenol,-1.1284270644541214,2.45,1.0,1.0,1.0,1.0,0.0,0.0,1.0,144.0,14.0,1.719578794,0.288675135,0.436886724,0.11785113,1.386718506,0.25,0.235140251,0.072168784,0.4,25.0,6.0,1.5,3.048796489,2.449489743,3.0,3.965406457,4.298279727,1.373178096,1.0,1.414213562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.963,8.779369,46.418,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69047597,15.99795661,-0.399982958,0.31220995,5.375945548,9.76114292,0.0,0.4,0.4,0.666666667,15.304898,159.1406969,85.0,4.459431619,2.879678021,3.0,0.0,3.222,27.737102,0.0,54.0,21.15569466,1.923244969,2.518653585,2.518653585,0.0,8.483127663,5.015855318,5.234259411,3.223853485,2.602831966,1.449469264,0.643283046,0.291666667,7.256614672,3.800957067,3.767149058,1.712063041,1.107852787,0.534200047,0.208125095,0.089544633,1.0,0.24,20.23,0.053799523,-0.020001231,-0.002971235,-0.001827117,-0.002129621,0.0,0.0,0.0,0.083333333,0.125,0.0,0.0,0.0,0.027777778,0.026311489,0.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,2.201628087,3.561460438,3.781404014,1.246937708,1.52118449,1.328810621,0.134772806,7.0,11.77446904,11.33209198,16.66418395,14.99627593,12.32836791,515.01,9.090909091,3.1640625,2.214532872,6.0,632.2857663,702.9188892,944.8731676,780.0550199,503.7796207,11.0,8.443532677
Thymol; 2-Isopropyl-5-methylphenol,-1.2760748027008275,2.45,1.0,1.0,1.0,1.0,0.0,0.0,1.0,150.0,14.0,0.993793492,0.0,0.232307808,0.0,0.603224857,0.0,0.104849907,0.0,0.4,25.0,6.0,0.721124785,2.888845517,4.839662754,0.0,1.650963624,6.83080311,0.0,3.14734519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.243,10.517049,46.9841,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6865137,15.99795661,-0.400232874,0.313735661,5.375946173,9.207700951,0.0,0.4,0.5,1.0,15.304898,159.1406969,95.0,4.459431619,3.069521117,3.0,0.0,3.247,27.737102,0.0,52.0,21.23398969,1.930362699,2.517906162,2.517906162,0.0,8.43072142,5.109060905,4.803379676,3.354159711,2.679205054,1.462748888,1.043736797,0.19641855,7.256614672,3.905016342,3.216970587,1.807947409,1.141920396,0.588992981,0.39926723,0.061766855,1.0,0.24,20.23,0.055037047,-0.021521855,-0.004123245,0.004412016,-0.007161048,0.0,0.0,0.0,0.068041382,0.175366474,0.0,0.0,0.0,0.024056261,0.048703437,0.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,1.838473736,2.723353666,2.770965865,0.897532584,0.967888909,0.853941871,0.134772806,7.0,11.77446904,11.33209198,15.66418395,14.99627593,11.32836791,515.01,9.090909091,3.6,2.214532872,6.0,608.1528573,668.1780503,863.8794954,754.6166095,450.2192019,11.0,8.44100513
Thymol; 2-Isopropyl-5-methylphenol,-1.2132485778544388,2.45,1.0,1.0,1.0,1.0,0.0,0.0,1.0,150.0,14.0,0.993793492,0.0,0.232307808,0.0,0.603224857,0.0,0.104849907,0.0,0.4,25.0,6.0,0.721124785,2.888845517,4.839662754,0.0,1.650963624,6.83080311,0.0,3.14734519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.243,10.517049,46.9841,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6865137,15.99795661,-0.400232874,0.313735661,5.375946173,9.207700951,0.0,0.4,0.5,1.0,15.304898,159.1406969,95.0,4.459431619,3.069521117,3.0,0.0,3.247,27.737102,0.0,52.0,21.23398969,1.930362699,2.517906162,2.517906162,0.0,8.43072142,5.109060905,4.803379676,3.354159711,2.679205054,1.462748888,1.043736797,0.19641855,7.256614672,3.905016342,3.216970587,1.807947409,1.141920396,0.588992981,0.39926723,0.061766855,1.0,0.24,20.23,0.055037047,-0.021521855,-0.004123245,0.004412016,-0.007161048,0.0,0.0,0.0,0.068041382,0.175366474,0.0,0.0,0.0,0.024056261,0.048703437,0.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,1.838473736,2.723353666,2.770965865,0.897532584,0.967888909,0.853941871,0.134772806,7.0,11.77446904,11.33209198,15.66418395,14.99627593,11.32836791,515.01,9.090909091,3.6,2.214532872,6.0,608.1528573,668.1780503,863.8794954,754.6166095,450.2192019,11.0,8.44100513
Naphthol,-1.585026652029182,2.45,2.0,2.0,1.0,1.0,0.0,0.0,2.0,140.0,15.0,0.538451691,0.0,0.164266427,0.0,0.220051839,0.0,0.042690161,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,8.737028661,10.12736582,0.0,2.381101578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.471,6.105841,44.2023,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65563674,15.99795669,-0.402488192,0.345582013,5.245405398,9.235443338,0.0,0.0,0.4,0.666666667,8.745656,130.6113208,99.0,4.584962501,2.457930151,0.0,0.0,2.882,23.736344,0.0,56.0,22.50823268,2.046202971,2.55268121,2.55268121,0.0,7.681798276,5.377010098,4.61657886,3.93315398,3.259982962,2.51337767,1.371433079,0.810480387,5.98866548,3.544974003,2.498274283,1.766621419,1.208312051,0.781921233,0.333568269,0.164222102,0.0,0.526315789,20.23,0.054868136,-0.0177935,-0.008585652,-0.001008575,-4.62e-05,0.0,0.0,0.0,0.151374715,0.271304514,0.0,0.0,0.0,0.051834039,0.068462461,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.440177475,2.343625286,3.032808549,0.491756222,0.650328822,0.681792073,0.140430022,11.0,11.77446904,12.33209198,16.66418395,15.99627593,9.996275931,290.01,7.638888889,3.1640625,1.451247166,10.0,626.8232426,718.6020586,954.6337966,833.5385943,431.4368081,12.0,3.430700277
Naphthol,-1.5228787452803376,2.45,2.0,2.0,1.0,1.0,0.0,0.0,2.0,140.0,15.0,0.538451691,0.0,0.164266427,0.0,0.220051839,0.0,0.042690161,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,8.737028661,10.12736582,0.0,2.381101578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.471,6.105841,44.2023,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65563674,15.99795669,-0.402488192,0.345582013,5.245405398,9.235443338,0.0,0.0,0.4,0.666666667,8.745656,130.6113208,99.0,4.584962501,2.457930151,0.0,0.0,2.882,23.736344,0.0,56.0,22.50823268,2.046202971,2.55268121,2.55268121,0.0,7.681798276,5.377010098,4.61657886,3.93315398,3.259982962,2.51337767,1.371433079,0.810480387,5.98866548,3.544974003,2.498274283,1.766621419,1.208312051,0.781921233,0.333568269,0.164222102,0.0,0.526315789,20.23,0.054868136,-0.0177935,-0.008585652,-0.001008575,-4.62e-05,0.0,0.0,0.0,0.151374715,0.271304514,0.0,0.0,0.0,0.051834039,0.068462461,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.440177475,2.343625286,3.032808549,0.491756222,0.650328822,0.681792073,0.140430022,11.0,11.77446904,12.33209198,16.66418395,15.99627593,9.996275931,290.01,7.638888889,3.1640625,1.451247166,10.0,626.8232426,718.6020586,954.6337966,833.5385943,431.4368081,12.0,3.430700277
Naphthalene,-1.782202142494507,2.56,2.0,2.0,1.0,1.0,0.0,0.0,2.0,109.0,12.0,0.333333333,0.0,0.083333333,0.0,0.166666667,0.0,0.027777778,0.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,11.67863166,8.596559455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7384,7.49883456,42.5082,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65588643,12.35143404,-0.385843406,0.312355183,6.721551491,9.046683297,0.0,0.0,0.4,0.666666667,8.745656,121.8210941,90.0,4.459431619,2.88069767,0.0,0.0,3.288,22.934344,0.0,50.0,20.65842448,2.065842448,0.0,0.0,0.0,6.811554788,4.966326495,4.089073412,3.466326495,2.857589235,2.316496581,1.140119483,0.704124145,5.618802154,3.404700538,2.347150628,1.658689248,1.132905825,0.75660012,0.303561201,0.153877798,0.0,0.555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.23570226,0.0,0.0,0.0,0.055555556,0.06415003,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.942809042,1.5,1.885618083,0.384900179,0.5,0.513200239,0.0,10.0,10.0,11.0,14.0,12.0,6.0,271.0,6.694214876,2.93877551,1.382716049,10.0,575.8717836,650.1752751,835.1831703,681.4185495,303.6663021,11.0,8.284133809
Naphthalene,-1.5511152870020568,2.56,2.0,2.0,1.0,1.0,0.0,0.0,2.0,109.0,12.0,0.333333333,0.0,0.083333333,0.0,0.166666667,0.0,0.027777778,0.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,11.67863166,8.596559455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7384,7.49883456,42.5082,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65588643,12.35143404,-0.385843406,0.312355183,6.721551491,9.046683297,0.0,0.0,0.4,0.666666667,8.745656,121.8210941,90.0,4.459431619,2.88069767,0.0,0.0,3.288,22.934344,0.0,50.0,20.65842448,2.065842448,0.0,0.0,0.0,6.811554788,4.966326495,4.089073412,3.466326495,2.857589235,2.316496581,1.140119483,0.704124145,5.618802154,3.404700538,2.347150628,1.658689248,1.132905825,0.75660012,0.303561201,0.153877798,0.0,0.555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.23570226,0.0,0.0,0.0,0.055555556,0.06415003,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.942809042,1.5,1.885618083,0.384900179,0.5,0.513200239,0.0,10.0,10.0,11.0,14.0,12.0,6.0,271.0,6.694214876,2.93877551,1.382716049,10.0,575.8717836,650.1752751,835.1831703,681.4185495,303.6663021,11.0,8.284133809
6-Methylcoumarin,-1.3319363611429997,2.34,2.0,2.0,1.0,1.0,0.0,0.0,2.0,186.0,16.0,0.910683603,0.0,0.083333333,0.0,0.357038088,0.0,0.019641855,0.0,0.1,20.0,6.0,0.0,1.670812655,1.373178096,0.0,4.039695455,10.23142789,0.0,2.525064636,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.386,5.692996,46.6649,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68333621,16.00987696,-0.369312086,0.409707472,4.209495414,9.124147595,0.0,0.1,0.428571429,0.75,11.619656,150.3015475,130.0,4.700439718,2.4948861,0.0,0.0,2.211,24.538344,0.0,62.0,24.36053396,2.030044497,5.590784599,5.590784599,0.0,8.552041764,5.754020195,5.356607801,4.137416898,3.358548375,2.91238855,1.661518793,1.065754449,6.703247927,3.76108991,2.795711408,1.774813883,1.191287857,0.815758284,0.376676911,0.178881014,0.0,0.5,26.3,0.249644674,-0.161913364,0.055369343,-0.009210542,-0.004115345,0.0,0.0,0.0,0.136082763,0.328532853,0.0,0.0,0.0,0.041066607,0.074352377,0.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,1.641138495,2.408503542,3.544448037,0.534829675,0.659824613,0.76266613,0.164321155,11.0,13.54893807,13.99627593,20.10283694,17.66045989,10.99627593,309.02,8.591715976,3.395061728,1.859504132,6.0,657.3233519,753.0907263,1017.439571,882.2957998,498.4731367,13.0,5.405146186
6-Methylcoumarin,-1.1813692611257596,2.34,2.0,2.0,1.0,1.0,0.0,0.0,2.0,186.0,16.0,0.910683603,0.0,0.083333333,0.0,0.357038088,0.0,0.019641855,0.0,0.1,20.0,6.0,0.0,1.670812655,1.373178096,0.0,4.039695455,10.23142789,0.0,2.525064636,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.386,5.692996,46.6649,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68333621,16.00987696,-0.369312086,0.409707472,4.209495414,9.124147595,0.0,0.1,0.428571429,0.75,11.619656,150.3015475,130.0,4.700439718,2.4948861,0.0,0.0,2.211,24.538344,0.0,62.0,24.36053396,2.030044497,5.590784599,5.590784599,0.0,8.552041764,5.754020195,5.356607801,4.137416898,3.358548375,2.91238855,1.661518793,1.065754449,6.703247927,3.76108991,2.795711408,1.774813883,1.191287857,0.815758284,0.376676911,0.178881014,0.0,0.5,26.3,0.249644674,-0.161913364,0.055369343,-0.009210542,-0.004115345,0.0,0.0,0.0,0.136082763,0.328532853,0.0,0.0,0.0,0.041066607,0.074352377,0.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,1.641138495,2.408503542,3.544448037,0.534829675,0.659824613,0.76266613,0.164321155,11.0,13.54893807,13.99627593,20.10283694,17.66045989,10.99627593,309.02,8.591715976,3.395061728,1.859504132,6.0,657.3233519,753.0907263,1017.439571,882.2957998,498.4731367,13.0,5.405146186
